Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"Nusa Heights, Iskandar Puteri, Johor",2199,821,2.0,2.0,Condominium,Fully Furnished,"Jalan Gelang Patah, Taman Nusa Puncak, 81550 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Club house",False
"Vista, Seri Kembangan, Selangor",1080,850,3.0,2.0,Service Residence,Partially Furnished,"Vista, Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",False
"Ixora Apartment (Kepong), Kepong, Kuala Lumpur",1300,975,3.0,2.0,Apartment,Fully Furnished,"Jalan Wangsa 3/8, Taman Wangsa Permai, 52200 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bandar Bukit Raja, Selangor",1850,1900,4.0,4.0,2-storey Terraced House,Partially Furnished,"Bandar Bukit Raja, Selangor",Bandar Bukit Raja,Selangor,None,False
"Teluk Kumbar, Penang",1900,2000,5.0,3.0,2-storey Terraced House,Partially Furnished,"Teluk Kumbar, Penang",Teluk Kumbar,Penang,"Parking, Playground, Multipurpose hall",False
"Bandar Sri Sendayan, Negeri Sembilan",1450,2315,4.0,4.0,2-storey Terraced House,Partially Furnished,"Bandar Sri Sendayan, Negeri Sembilan",Bandar Sri Sendayan,Negeri Sembilan,"Parking, Security, Playground, Jogging Track",False
"【FULLY TILES】Pangsapuri SEROJA Setia Alam Dekat Petronas Main Road, Setia Alam, Selangor",1000,650,3.0,2.0,Apartment,Partially Furnished,"【FULLY TILES】Pangsapuri SEROJA Setia Alam Dekat Petronas Main Road, Setia Alam, Selangor",Setia Alam,Selangor,None,False
"Edusentral, Setia Alam, Selangor",1350,498,1.0,1.0,Service Residence,Fully Furnished,"Jalan Setia Murni U13/51, 40170 Setia Alam, Selangor",Setia Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Prima Regency, Johor Bahru, Johor",1800,1100,3.0,2.0,Condominium,Fully Furnished,"Jalan Masai Baru, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Gymnasium, Barbeque area, Jogging Track",False
"Green Suria Apartment, Cheras, Selangor",1150,1212,3.0,2.0,Apartment,Partially Furnished,"Jalan Suadmai 10/1, Off Taman Desa Baiduri, 43200 Cheras, Selangor",Cheras,Selangor,"Parking, Security, Lift, Playground, Multipurpose hall, Jogging Track",False
"Jeram, Selangor",600,800,2.0,1.0,1-storey Terraced House,Not Furnished,"Jeram, Selangor",Jeram,Selangor,None,False
"Emira Residence @ Shah Alam, Shah Alam, Selangor",3300,1100,3.0,2.0,Service Residence,Fully Furnished,"Jalan Akuatik 13/64A, Seksyen 13, 40100 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sunway Avila Residences, Wangsa Maju, Kuala Lumpur",3500,1300,4.0,3.0,Service Residence,Partially Furnished,"Jalan Seri Wangsa 1, Taman Sri Rampai, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Embayu @ Damansara West, Shah Alam, Selangor",2200,1200,4.0,3.0,Condominium,Fully Furnished,"Persiaran Kosmos, 40150 Shah Alam, Selangor",Shah Alam,Selangor,"Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area",False
"Puchong, Kuala Lumpur",2500,2200,4.0,3.0,2-storey Terraced House,Partially Furnished,"Puchong, Kuala Lumpur",Puchong,Kuala Lumpur,None,False
"Klang, Selangor",2000,1600,4.0,3.0,2-storey Terraced House,Fully Furnished,"Klang, Selangor",Klang,Selangor,None,False
"The Valley @ SkySierra, Setiawangsa, Kuala Lumpur",2500,900,3.0,2.0,Condominium,Fully Furnished,"Jalan Taman Setiawangsa, AU2, 54200 Setiawangsa, Kuala Lumpur",Setiawangsa,Kuala Lumpur,"Parking, Security, Lift, Playground, Gymnasium, Barbeque area",False
"Dahlia Apartment (Putra Perdana), Puchong, Selangor",600,663,3.0,2.0,Apartment,Not Furnished,"Jalan Putra Perdana 3B, 47100 Puchong, Selangor",Puchong,Selangor,"Parking, Security, Playground",False
"Ivory Residence, Kajang, Selangor",1600,1688,3.0,2.0,Condominium,Fully Furnished,"Jalan Mutiara 2, Mutiara Heights, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Edusentral, Setia Alam, Selangor",1600,550,2.0,1.0,Service Residence,Fully Furnished,"Jalan Setia Murni U13/51, 40170 Setia Alam, Selangor",Setia Alam,Selangor,None,False
"Residensi Puchongmas, Puchong, Kuala Lumpur",1100,900,3.0,2.0,Condominium,Partially Furnished,"Kampung Muhibbah, 58200 Puchong, Kuala Lumpur",Puchong,Kuala Lumpur,"Parking, Security, Swimming Pool, Gymnasium, Multipurpose hall",False
"Nuri (Selayang), Selayang, Selangor",650,595,2.0,1.0,Flat,Not Furnished,"Jalan Bukit Idaman 1, 68100 Selayang, Selangor",Selayang,Selangor,"Parking, Playground, Minimart",False
"Shah Alam, Selangor",1600,1000,4.0,2.0,1-storey Terraced House,Fully Furnished,"Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Playground, Barbeque area",False
"Mersing, Johor",2000,1500,3.0,2.0,Terraced House,Fully Furnished,"Mersing, Johor",Mersing,Johor,Parking,False
"The Haute, Keramat, Kuala Lumpur",2500,1003,3.0,2.0,Condominium,Fully Furnished,"Jalan Bukit Keramat, Kampung Dato Keramat, 54000 Keramat, Kuala Lumpur",Keramat,Kuala Lumpur,"Parking, Security, Swimming Pool, Gymnasium, Multipurpose hall",False
"Kota Samarahan, Sarawak",1600,1750,4.0,4.0,3-storey Terraced House,Not Furnished,"Kota Samarahan, Sarawak",Kota Samarahan,Sarawak,None,False
"Amazing Heights, Klang, Selangor",950,860,3.0,2.0,Apartment,Not Furnished,"Jalan Udang Kara 20B, Kampung Sungai Udang, 41250 Klang, Selangor",Klang,Selangor,"Security, Swimming Pool, Playground, Jogging Track",False
"i-City, I-City, Selangor",1300,500,1.0,1.0,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Residensi Emas Kajang 2, Kajang, Selangor",1500,730,3.0,2.0,Apartment,Fully Furnished,"Residensi Emas Kajang 2, Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Greenlane, Penang",3980,5100,3.0,2.0,Semi-Detached House,Not Furnished,"Greenlane, Penang",Greenlane,Penang,None,False
"Horizon Suites, Dengkil, Selangor",1500,470,2.0,1.0,Service Residence,Fully Furnished,"Off Persiaran Sunsuria, Bandar Sunsuria, 43900 Dengkil, Selangor",Dengkil,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Light Residences, Kota Kinabalu, Sabah",2500,1142,3.0,2.0,Condominium,Fully Furnished,"Jalan Joungkil Nosoob, Penampang, 88300 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bukit Payung, Terengganu",1350,1500,3.0,2.0,Bungalow House,Not Furnished,"Bukit Payung, Terengganu",Bukit Payung,Terengganu,None,False
"B11 Parkland Residence, Cheras, Selangor",750,120,1.0,1.0,Service Residence,Fully Furnished,"Jalan Seksyen 2/2, Batu 11 Cheras, 43200 Cheras, Selangor",Cheras,Selangor,"Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",False
"Sitiawan, Perak",1000,1400,4.0,3.0,2-storey Terraced House,Partially Furnished,"Sitiawan, Perak",Sitiawan,Perak,"Parking, Playground, Jogging Track",False
"Serina Bay, Jelutong, Penang",1200,850,3.0,2.0,Condominium,Partially Furnished,"Hilir Sungai Pinang, 11600 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",False
"Tropez Residences @ Tropicana Danga Bay, Johor Bahru, Johor",2400,1209,3.0,2.0,Service Residence,Fully Furnished,"Persiaran Danga Perdana, Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Novus Condominium, Bayan Lepas, Penang",2100,1155,3.0,2.0,Condominium,Partially Furnished,"Gerbang Bukit Kecil 2, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Damai Residence @ Sungai Besi, Chan Sow Lin, Kuala Lumpur",2400,910,3.0,2.0,Service Residence,Fully Furnished,"Jalan Sungai Besi, 55200 Chan Sow Lin, Kuala Lumpur",Chan Sow Lin,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",False
"Palm Garden Apartment, Klang, Selangor",1450,1044,3.0,2.0,Apartment,Partially Furnished,"Persiaran Bukit Raja, Kawasan 17, Bandar Baru Klang., 41150 Klang, Selangor",Klang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ayer Itam, Penang",3000,3500,6.0,5.0,3-storey Terraced House,Not Furnished,"Ayer Itam, Penang",Ayer Itam,Penang,None,False
"Seremban 2, Negeri Sembilan",1200,1300,4.0,3.0,2-storey Terraced House,Partially Furnished,"Seremban 2, Negeri Sembilan",Seremban 2,Negeri Sembilan,"Parking, Playground",False
"Lovell @ Country Garden Danga Bay, Johor Bahru, Johor",3000,1200,3.0,3.0,Condominium,Fully Furnished,"Persiaran Danga Perdana, Country Garden Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area",False
"Bintulu, Sarawak",3000,836,4.0,2.0,2-storey Terraced House,Fully Furnished,"Bintulu, Sarawak",Bintulu,Sarawak,Parking,False
"Rantau Panjang, Kelantan",1050,2150,4.0,3.0,Bungalow House,Partially Furnished,"Rantau Panjang, Kelantan",Rantau Panjang,Kelantan,Parking,False
"Seri Iskandar, Perak",800,1000,3.0,2.0,1-storey Terraced House,Not Furnished,"Seri Iskandar, Perak",Seri Iskandar,Perak,"Parking, Playground",False
"Kota Setar, Kedah",980,1750,5.0,2.0,2-storey Terraced House,Not Furnished,"Kota Setar, Kedah",Kota Setar,Kedah,None,False
"Lunas, Kedah",1350,1450,4.0,3.0,2-storey Terraced House,Partially Furnished,"Lunas, Kedah",Lunas,Kedah,Parking,False
"Cyberjaya, Selangor",1600,1400,3.0,2.0,Townhouse,Partially Furnished,"Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track",False
"Flat PKNS Seksyen 7 Shah Alam, Shah Alam, Selangor",1200,950,3.0,2.0,Flat,Fully Furnished,"Jalan Plumbum 7/95, Seksyen 7, 40000 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Playground, Multipurpose hall",False
"Ulu Tiram, Johor",1600,1170,4.0,3.0,2-storey Terraced House,Partially Furnished,"Ulu Tiram, Johor",Ulu Tiram,Johor,None,False
"M City, KL City, Kuala Lumpur",2350,998,1.0,2.0,Duplex,Fully Furnished,"Jalan Ampang, Kampung Berembang, 50450 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court",False
"Kluang, Johor",650,1540,4.0,3.0,2-storey Terraced House,Not Furnished,"Kluang, Johor",Kluang,Johor,None,False
"3 Elements @ Seri Kembangan, Seri Kembangan, Selangor",900,530,1.0,1.0,Service Residence,Partially Furnished,"Jalan Prima Tropika, Taman Prima Tropika, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sri Dahlia Apartment (Kajang), Kajang, Selangor",990,1000,3.0,2.0,Apartment,Partially Furnished,"Jalan Sepakat Indah 2/1, Taman Sepakat Indah 2, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Playground, Multipurpose hall, Jogging Track",False
"Bayan Lepas, Penang",3000,3626,5.0,4.0,Semi-Detached House,Not Furnished,"Bayan Lepas, Penang",Bayan Lepas,Penang,None,False
"Cyberjaya, Selangor",1600,1483,3.0,2.0,Townhouse,Partially Furnished,"Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Playground, Multipurpose hall, Jogging Track",False
"Dwiputra Residences, Putrajaya, Putrajaya",2450,1200,4.0,3.0,Condominium,Partially Furnished,"Off Jalan P15H, Lebuh Perdana Timur, Presint 15, 62050 Putrajaya, Putrajaya",Putrajaya,Putrajaya,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall",False
"Bukit Mertajam, Penang",1100,1200,4.0,3.0,2-storey Terraced House,Not Furnished,"Bukit Mertajam, Penang",Bukit Mertajam,Penang,None,False
"Kita Bayu @ Cybersouth, Dengkil, Selangor",1300,1000,3.0,2.0,Townhouse Condo,Partially Furnished,"Jalan Kita Bayu, Kitabayu Cybersouth, 43800 Dengkil, Selangor",Dengkil,Selangor,Parking,False
"Kota Bharu, Kelantan",700,650,3.0,2.0,Semi-Detached House,Not Furnished,"Kota Bharu, Kelantan",Kota Bharu,Kelantan,None,False
"Ipoh, Perak",1400,1600,4.0,3.0,2-storey Terraced House,Partially Furnished,"Ipoh, Perak",Ipoh,Perak,"Parking, Playground, Minimart, Jogging Track",False
"R&F Princess Cove, Johor Bahru, Johor",2600,468,1.0,1.0,Service Residence,Fully Furnished,"Jalan Tanjung Puteri 1, Tanjung Puteri, 80300 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Club house",False
"Bandar Sri Sendayan, Negeri Sembilan",1800,2833,4.0,4.0,2-storey Terraced House,Not Furnished,"Bandar Sri Sendayan, Negeri Sembilan",Bandar Sri Sendayan,Negeri Sembilan,None,False
"Kulim, Kedah",1000,1200,3.0,2.0,Terraced House,Not Furnished,"Kulim, Kedah",Kulim,Kedah,None,False
"Bandar Bukit Tinggi, Selangor",1500,1500,4.0,2.0,2-storey Terraced House,Partially Furnished,"Bandar Bukit Tinggi, Selangor",Bandar Bukit Tinggi,Selangor,Parking,False
"Likas, Sabah",2450,2000,4.0,3.0,Semi-Detached House,Partially Furnished,"Likas, Sabah",Likas,Sabah,Parking,False
"Denai Alam, Selangor",3300,3800,5.0,5.0,3-storey Terraced House,Partially Furnished,"Denai Alam, Selangor",Denai Alam,Selangor,"Parking, Security, Swimming Pool, Playground",False
"Likas, Sabah",2500,2000,4.0,3.0,Semi-Detached House,Partially Furnished,"Likas, Sabah",Likas,Sabah,"Parking, Playground",False
"Taman Kheng Tian, Jelutong, Penang",1599,700,3.0,2.0,Condominium,Fully Furnished,"Jalan Van Praagh, Taman Continental,, 11600 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Lift, Playground, Gymnasium, Barbeque area",False
"Kajang, Selangor",2200,1600,4.0,3.0,2-storey Terraced House,Fully Furnished,"Kajang, Selangor",Kajang,Selangor,"Parking, Security, Playground",False
"Bachok, Kelantan",500,750,3.0,2.0,Others,Fully Furnished,"Bachok, Kelantan",Bachok,Kelantan,Parking,False
"Shah Alam, Selangor",1500,1540,4.0,3.0,2-storey Terraced House,Not Furnished,"Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Playground",False
"SkyVilla Condominium (MJC), Kuching, Sarawak",1500,1200,3.0,2.0,Condominium,Partially Furnished,"Persiaran Bandar Baru Batu Kawah, Bandar Baru Batu Kawa (MJC), 93250 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track",False
"The Zen, Gelugor, Penang",1700,850,3.0,2.0,Condominium,Partially Furnished,"Persiaran Bayan Mutiara 3, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Playground",False
"Taman Pekaka Apartment, Gelugor, Penang",1550,800,3.0,2.0,Apartment,Fully Furnished,"Lorong Pekaka 1, Taman Pekaka, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Tennis Court, Squash Court",False
"Bayan Lepas, Penang",1700,800,3.0,2.0,Others,Fully Furnished,"Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"UBN Apartment, KLCC, Kuala Lumpur",3800,721,1.0,1.0,Condominium,Fully Furnished,"Lorong P. Ramlee, Off Jalan Sultan Ismail, 50250 KLCC, Kuala Lumpur",KLCC,Kuala Lumpur,"Parking, Security, Swimming Pool, Gymnasium, Sauna, Tennis Court",False
"Gombak, Selangor",1900,1450,3.0,3.0,Terraced House,Fully Furnished,"Gombak, Selangor",Gombak,Selangor,"Parking, Playground, Barbeque area, Minimart, Jogging Track",False
"Bandar Bukit Raja, Selangor",2500,2127,4.0,3.0,2-storey Terraced House,Partially Furnished,"Bandar Bukit Raja, Selangor",Bandar Bukit Raja,Selangor,"Parking, Security",False
"Cinta, Ampang Hilir, Kuala Lumpur",16000,5000,5.0,5.0,Condominium,Fully Furnished,"Jalan Madge, Off Jalan U-Thant, 55000 Ampang Hilir, Kuala Lumpur",Ampang Hilir,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Salak Tinggi, Selangor",1800,2100,4.0,3.0,2-storey Terraced House,Partially Furnished,"Salak Tinggi, Selangor",Salak Tinggi,Selangor,"Parking, Playground, Jogging Track",False
"Lukut, Negeri Sembilan",1000,1200,2.0,2.0,Townhouse,Fully Furnished,"Lukut, Negeri Sembilan",Lukut,Negeri Sembilan,None,False
"One Jesselton, Kota Kinabalu, Sabah",2450,1000,3.0,2.0,Condominium,Fully Furnished,"Jalan Banjaran, Taman Ramai, 88200 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall",False
"Tropicana Bay Residences @ PWC, Bayan Lepas, Penang",1800,550,2.0,1.0,Condominium,Fully Furnished,"Off Persiaran Byan Indah, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"United Point Residence @ North Kiara, Segambut, Kuala Lumpur",2000,829,2.0,2.0,Service Residence,Partially Furnished,"Jalan Lang Emas, Taman Segambut Aman, 51200 Segambut, Kuala Lumpur",Segambut,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Tampin, Negeri Sembilan",600,1170,3.0,3.0,2-storey Terraced House,Not Furnished,"Tampin, Negeri Sembilan",Tampin,Negeri Sembilan,None,False
"Seri Pinang Apartments @ Setia Alam, Setia Alam, Selangor",1300,850,3.0,2.0,Apartment,Not Furnished,"No.12, Jalan Setia Permai U13/40, Seksyen U13, 40170 Setia Alam, Selangor",Setia Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Palm Garden Apartment, Klang, Selangor",1700,1044,3.0,2.0,Apartment,Fully Furnished,"Persiaran Bukit Raja, Kawasan 17, Bandar Baru Klang., 41150 Klang, Selangor",Klang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"myHabitat, KL City, Kuala Lumpur",3000,603,1.0,1.0,Service Residence,Fully Furnished,"Jalan Aman, Kampung Datuk Keramat, 55000 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall",False
"RESIDENSI EMAS, Kajang, Selangor",1300,730,3.0,2.0,Apartment,Partially Furnished,"RESIDENSI EMAS, Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ameera Residence, Kajang, Selangor",1600,1250,3.0,2.0,Condominium,Fully Furnished,"Jalan Mutiara 3, Mutiara Heights, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kota Kinabalu, Sabah",3500,4198,5.0,5.0,2.5-storey Terraced House,Not Furnished,"Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,None,False
"Kajang, Selangor",1600,1000,3.0,2.0,Townhouse,Fully Furnished,"Kajang, Selangor",Kajang,Selangor,Parking,False
"Kota Kinabalu, Sabah",2700,1800,4.0,4.0,2-storey Terraced House,Fully Furnished,"Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Playground",False
"Bayan Lepas, Penang",1800,800,3.0,2.0,Others,Fully Furnished,"Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sungai Nibong, Penang",2000,1400,3.0,2.0,1-storey Terraced House,Partially Furnished,"Sungai Nibong, Penang",Sungai Nibong,Penang,None,False
"Tasek Seri Alam, Pasir Gudang, Johor",1000,750,3.0,2.0,Flat,Not Furnished,"Jalan Tasek 64, Bandar Baru Seri Alam, 81750 Pasir Gudang, Johor",Pasir Gudang,Johor,"Parking, Playground",False
"Bayu 1 Residence @ Nilai, Nilai, Negeri Sembilan",1500,1135,3.0,2.0,Apartment,Fully Furnished,"Persiaran Golf, Bandar Baru Nilai, 71800 Nilai, Negeri Sembilan",Nilai,Negeri Sembilan,"Parking, Security, Playground",False
"Johor Bahru, Johor",2100,1400,4.0,3.0,2-storey Terraced House,Partially Furnished,"Johor Bahru, Johor",Johor Bahru,Johor,None,False
"Palmyra Residences, Bangi, Selangor",1250,950,3.0,2.0,Condominium,Partially Furnished,"Laman Puteri 3, Bandar Bukit Mahkota, 43000 Bangi, Selangor",Bangi,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",False
